text,is_question
"Добрый вечер! Час назад я купила билет на концерт группы Буерак через ваш сервис, и мне еще не прислали его на указанную почту (но прислали уведомление об оплате от сбербанка). Скажите пожалуйста, это нормальная задержка или могут быть какие-то проблемы",1
"Здравствуйте я приобрел 2 билета на концерт в Ростове на Дону, на ATL, через ваш сервис. Произвел оплату, мне на почту пришло 3 сообщения. Не могли бы вы подсказать что является билетом, и что я должен распечатать.",1
"Привет, котики.
Купил сегодня билеты на концерт.
На почту мне никаких билетов не пришло, только квитанция об оплате. Организатор концерта - клуб Гластонберри - посоветовал обратиться к вам.
Какие данные вам нужны, чтобы у меня появились-таки билеты?",1
"Здравствуйте, при покупке билета случайно указала не ту почту (добавила один лишний символ) номер заказа не посмотрела, по сути у меня только номер телефона и сообщение от сбербанка о снятии денег сервисом, как теперь получить билет на нужный адрес?",1
"Я хотел бы узнать по поводу билетов на нержавеющего в Санкт Петербурге. Так как мне сказали что это будет 29.09, а потом сказали что 28.09.",1
"Здравствуйте, подскажите пожалуйста адрес электронной почты или куда можно написать в службу техподдержки",1
"Добрый день. Мы думаем в ближайшем будущем сделать онлайн продажи билетов на свои мероприятия. Также онлайн продажи билетов в соцсетях могут заинтересовать наших друзей (клубы, концертные площадки...). Возможно сотрудничество?",1
"Если есть возможность повторной отправки билетов на тот же email, было бы очень кстати",1
"Здравствуйте
Купила билет на концерт I am waiting for you last summer
 в Санкт-Петербурге . Чек на почту пришел, а сам билет нет. В спаме его тоже не обнаружила.
я заходила на сайт ticketscloud, там сказано позвонить или написать на почту. Но по телефону я дозвониться не могу, а почта недействительна
Пожалуйста, помогитеее (
Моя почта: kapitalina.ignatova@gmail.com
Ниже информация из чека
НОМЕР ЗАКАЗА: 12568883
НОМЕР ТРАНЗАКЦИИ: 74786096
КОД АВТОРИЗАЦИИ:280451",1
"Добрый день. Сегодня концерт, начал искать билеты на почте, а их нет. Пытался писать на почту order@ticketscloud.com - говорит, нет такого адреса. Почта nelubovalex@gmail.com
Чек заказа 2699467 api.ticketscloud.org: покупка билетов на «ЭПИДЕМИЯ в Воронеже», заказ №2699467 
Ticketclouds 
 1696.00 RUB 
Оплата успешно проведена 
01.07.2018 15:10:34 по карте 5486 **** **** 1268.",1
"купил билет но забыл почту
есть скрин покупки билета 
что делать ?",1
"Добрый день! 
 
Оплатил билет на концерт Little Big 08.12.2018, пришло письмо об успешной оплате, но письма с билетом нет. Просьба помочь в решении проблемы. 
 
Номер телефона, который был указан при оформлении заказа: +79858890890 
Номер заказа: 12738217 
E-mail, который я указал при оформлении заказа: kolosoven.omv@gmail.com",1
здравствуйте! я покупала билет через вас и хотела бы его вернуть,1
"Доброе утро, вчера купил 2 билета и указал неправильно почту( помогите пожалуйста",1
"Здравствуйте! 
 Поступила информация об отмене концерта Korpiklaani в Челябинске. Как вернуть деньги за билеты?",1
"Добрый день, где можно скачать ваши плашки для того, чтобы разместить на афише?",1
"Добрый день! Меня зовут Евгений я являюсь веб-мастером сайта Культурного Центра ""Соломба-Арт"". Меня интересует возможность подключения на сайт услуги продажи билетов онлайн.",1
"Здравствуйте, как можно осуществить возврат денег за билет? Концерт был отменён 24 марта: https://vk.com/event157812608",1
"Здравствуйте,мне нужно вернуть билет,как я могу это сделать?",1
Здравствуйте!пропало письмо с билетами на почте.Вы можете повторно выслать?,1
"Добрый день! Как вернуть билет за концерт, которые отменён? Организатор концерта сказал к вам обращаться, поскольку билет был куплен на вашем сайте.",1
"Добрый день! Пришлите, пожалуйста, бланк заявления для возврата денежных средств за билеты.",1
"Здравствуйте. Купил билет, на нем написано, что в честь праздничной акции я получу второй билет 11 мая. Хотел бы уточнить, действительно ли я получу его? Дело в том, что друг тоже собирается приобрести и непонятно, необходимо ли это теперь. Но опасаемся, что к 11-му билеты могут кончиться и если вы не предоставите второй, то будет прокол. Также хотелось бы уточнить, если мой билет в фанзону, то второй тоже будет туда?",1
В какой период организатор обязан вам вернуть деньги? Следующий концерт в октябре насколько я понимаю. До октября ждать?,1
Здравствуйте! Прошла уже неделя. Мне так никто и не писал. Когда вернете деньги?,1
"Добрый день! Подскажите пожалуйста, необходима ли регистрация для покупки билета?",1
"День добрый.
Мне нужна помощь. 
Я хочу подарить детский билет на фестиваль Детская Мята своей знакомой.
Она есть тоже в Вайбе.
Я выбираю подарить билет, ввожу тел знакомой.
Но при подарке стоит не активный 0 и никак не получается подарить.
Несколько раз пробовал.
Помогите, пжлст.",1
"Добрый вечер, почему не работает приложение и веб версия?",1
"Здравствуйте! приобрела билеты на концерт Pyrokinesis в Хабаровске 07.09, с карты деньги списались, письмо на почту пришло. пытаюсь зарегистрироваться в вашем приложении и выдаёт ошибку, вебсайт тоже не открывается. подскажите, пожалуйста, когда данные проблемы будут устранены и повлияет ли это на уже приобретённые билет, то есть отобразятся ли они в приложении ?",1
"Здравствуйте, у меня на айфоне ваше приложение не открывается",1
"Здравствуйте, у меня не работают приложение и на сайт тоже не заходит, уже 3 день. У меня концерт уже 17 июня, как мне быть?",1
"Добрый день! Я уже писала в поддержку в приложении, но там мне не отвечают уже два часа 
Хотелось бы решить проблему
Здесь вы можете помочь мне?",1
"Столкнулись с такой ситуацией:
Подруга подарила билет на концерт, а я не могу зайти в приложение со своего телефона. И веб страница у меня тоже не грузится.
Перезагружала телефон, удаляла и опять скачивала приложение, пыталась зайти с вифи и через мобильную связь 
Никакой код для входа не приходит. Просто грузится и выбивает из приложения. 

Концерт через 2 дня.
Как мне быть?
Если возможность билет файлом отправить?",1
"Добрый день, я покупала билет на концерт и для отправки билета указала свой номер телефона в приложении, но случайно ошиблась на одну цифру в номере и билет не пришел в приложении, скажите, как я могу получить свой билет?",1
"Добрый день!
А что с приложением? Не могу зайти",1
"У вас и приложение не работает, и веб-версия не загружается, что происходит вообще?",1
"Здравствуйте! Подскажите, пожалуйста, почему приложение так плохо грузит? Буквально ничего не прогружается... Я даже билет свой не могу открыть, он просто не загружается. У меня не включён VPN и связь нормальная. Я купила билет заранее в другом городе, теперь думаю, как буду его там показывать, если не работает приложение и веб-версия",1
нужен номер тех поддержки,1
"Здравствуйте, можете прислать билеты на почту , через приложение не открывает",1
"Здравствуйте. Приобрела сегодня билет на концерт через веб-версию. На почту пришло письмо с просьбой установить приложение, чтобы открыть билет. Приложение установила, но войти в аккаунт по номеру телефона не могу. Либо идёт вечная прогрузка, либо приходит код, но после его ввода ничего не происходит. А веб-версия вообще не открывается",1
"здравствуйте, ваше приложение не работает и я не могу получить билет, что делать ?",1
"Здравствуйте)

Подскажите пожалуйста, почту коллег из CPA маркетинга.
Я из Агентства 2LEADS.

Продвигаем моб приложения и работаем по постоплате за результат.",1
"Коллеги, добрый день! 
Подскажите пожалуйста, как связаться с вашим отделом развития/маркетинга? 
 
Меня Андрей зовут. 
 
Представляю программу лояльности московского метрополитена и выгодных покупок ГОРОД. 
 
Расширяем ассортимент партнеров e-commerce в сфере онлайн бронирования места досуг Город Москва, Питер. 
 
Работаем вместе с Афиша, Kassir ru.
В ближ время добавятся: RUSSPASS, Кавер, Госбилет.
Вас считаем крутыми ребятами, и будем рады обсудить коллаб. 
По Vibeapp",1
"Здравствуйте! Скажите, а внутри приложения можно передавать билеты другим участникам, я хочу продать билет и передать его другому человеку, как это сделать?",1
Система выдавала и выдает «не удается создать возврат»,1
"Здравствуйте! Я купила билеты не на тот номер телефона. Подскажите, что делать?",1
"Здравствуйте. Возникла странная ситуация. Билет (на фестиваль Бессонница) исчез из профиля и мне пришла смс с чеком возврата. 

1) Я его сама не возвращала. Даже если бы случайно нажала, должно же быть какое-то подтверждение подобного драматичного действия?

2) Билет был забронирован под продажу, поэтому вдвойне странно.

3) Ни в чеке, ни в приложении не указано, куда должны вернуться деньги. На моих счетах пополнения пока не было

Помогите, пожалуйста, разобраться",1
Добрый день не приавльно указал почту,1
Здравствуйте! Пропал промо билет на аутлайн который мне передали,1
Здравствуйте. Как можно получить билеты за розыгрыш? Спасибо.,1
"Всем привет.после того,как поделишься своим билетом,он удаляется? Или как человеку быть уверенным,что этот билет только у него теперь?",1
"Здравствуйте , хотел уточнить будут ли действовать выигрышные билеты на отмененный концерт ? На Сергея Орлова который перенесли на 17 октября",1
"Здравствуйте, у меня сменился номер телефона, как его поменять в приложении?",1
"Здравствуйте, а можете подсказать в течении какого времени вернут деньги за возврат билетов?
заявку отправила",1
"здравствуйте, что делать если приложение не работает? там билет на концерт Рамиля сегодня..",1
Здравствуйте что дедать если указала не тот номер при покупке билетов,1
Здравствуйте как вернуть деньги за концерт,1
Добрый день! Как связаться с поддержкой? Надо срочно 🙏🏼,1
Добрый день! Писал в поддержку на возврат билета. Отмена. Нашелся ещё 1 человек,1
Почему мне не приходит возврат денежных средств? 10 прошло не чего не изменилось,1
"Здравствуйте! Помогите пожалуйста, как перекинуть билет с одного номера на другой?
Не получается",1
Не приходят на почту,1
"Интернет глушат на протяжении 2-3 недель, вполне вероятно, что это продолжится вплоть до концерта. Подскажите, пожалуйста, как действовать в этой ситуации? Город, в котором проводится концерт, Красноярск",1
А в течении какого времени будет происходить возврат?,1
"здравствуйте, не могу зайти ни в приложение ни в веб версию",1
"здравствуйте, нужна помощь с возрптом билета, в приложении уже неделю не отвечают",1
"Добрый день, куда мне написать по возврату билета? Не вижу в приложение чата поддержки",1
Здравствуйте. При заказе ошиблась одной цифрой в телефоне.. (((В вайбе нет моего билета. Но чек на почту пришёл.,1
"Здравствуйте! При покупке билетов указал неверный несуществующий е-мейл и в приложении не могу разблокировать билеты,что делать?",1
"Не могу зайти в приложение (пишут «что-то пошло не так)
Веб-версия не открывается
Как мне билет получить?",1
"Здравствуйте, свяжите меня пожалуйста с тех поддержкой. Не работает приложение, веб версия не открывается",1
"Добрый день!
Мой молодой человек подарил мне билет на концерт, но наши планы поменялись. Свой билет он вернул без проблем, а мне свой вернуть не удается

Кто может помочь с этим вопросом?",1
"Здравствуйте! Потеряла телефон с нужной сим-картой, через которую могу зайти в приложение
А у меня там два билета н мероприятие 
Не могли бы вы пожалуйста прислать билеты на почту?
Могу предоставить чеки об оплате, назвать почту, на которую указывала прислать чеки при проведении платежа и назвать все вплоть до ряда, места и трибуны",1
"Здравствуйте, у меня не открывается ни приложение, ни веб-версия, как можно это исправить?",1
"Здравствуйте, что можно можно сделать с билетом если узнать номер заказа?",1
"Здравствуйте! Я подарил билет, но ошибся одной цифрой номера и он подарился не тому человеку",1
"Попробовал - авторизовался сегодня. 

Но другая проблема - вчера на мой номер поступил билет. Но он не отображается в приложении на вкладке билеты.",1
"Добрый день. 

Почему не работает авторизация по номеру телефона ?

Не работает ни в веб версии ни в приложении айфона ни в приложении Андройд.",1
"Из приложения не могу написать
Пробовал,только бот отвечает,а как связаться с человеком,не смог разобраться",1
"Здравствуйте, почему не отображается мероприятие mzlff 03.08 мтс live арена в приложении?",1
"Здравствуйте. Не могу подарить билет. Пишет, что будет подарено 0 билетов. А после - что билет подарен успешно. Но у меня он не пропадает. Это какой-то сбой?",1
Прошу помощи ),1
"Здравствуйте, снова я. 
оьращался по поводу перевода билета на новый номер телефона, к старому доступ не имею. код заказа: 77670743 .
старый номер телефона - +7 915 304 94 46 ;
новый номер телефона - +7 985 744 2020 ;
и вот сам чек покупки:",1
"Здравствуйте!

Меня зовут Катя, я организатор московского фестиваля уличной культуры MOSTICK. Хотим предложить вам сотрудничество как агрегатору билетов!

Наш фестиваль пройдёт 6 и 7 июня в ЦГК Графит. В оба дня планируется выставка работ уличных художников, арт-маркет с местными брендами и творческими объединениями, лекции, мастер-классы, состязания, спорт, музыка и много-много творчества. А ночью с пятницы на субботу — ночная программа только для совершеннолетних с музыкальными хедлайнерами и электронной музыкой.

Мы бы хотели с вами поработать, подскажите, пожалуйста, условия, по которым можем продавать билеты эксклюзивно у вас?

Ну и прикладываем презентацию со всей подробной информацией, и вот ещё несколько ссылок. Будем рады сотрудничеству!

Сайт (https://mostick.club/) | телеграм (https://t.me/mostick_project) | инстаграм (https://instagram.com/mostick.project)

Искренне ваши,
MOSTICK",1
Здравствуйте! Не получается оформить возврат билетов!,1
"Здравствуйте!
Подскажите пожалуйста, возникла такая ситуация: приобретал билеты на концерт CMH в Новосибирске через Яндекс афишу.
Зарегистрировался в вашем приложении по тому же номеру телефона, который привязан к аккаунту Яндекс, но приобретенные билеты в приложении Vibeapp не отображаются 😔
Можно ли что то с этим сделать?
Заранее спасибо!",1
"Здравствуйте, можно ли получить билет на Макана Калуга с новым числом ?",1
"Здравствуйте, смогу ли я вернуть деньги? У меня ситуация такая что хотела продать комбинезон, мне скинула девушка ссылку, я перешла по ней, ввела коды и т.д и у меня списали деньги. Ссылка была правдоподобна конечно и я без зазрения совести вводила коды. Что мне делать?",1
здравствуйте. почему ваша компания хотела не законно списать деньги с моего щета. если даже я не знаю и не когда не пользывался вашими услугами?,1
"Добрый день, как можно связаться с руководством, для отправки запроса о предоставлении информации от МВД по Республике Крым.",1
Здраствуйте мошейниеи (или кто то сейчас) через ваше приложение списал деньги. Как их вернуть,1
Добрый день подскажите пожалуйста на каком основании были сняты деньги с моей карты у вас на сайте?,1
"звонил в сбербанк сказали что это не машенничество но я не понимаю почему тогда списание совершаются , хочу вернуть деньги что пропали из за вашего сайта . Как могу вернуть средства?",1
"Здравствуйте! добавьте, пожалуйста, описание концерта на сайт. 

У нас с вами сделка на тикетклауде на ИП Нахимовская П. А. https://vk.com/skazki_theatre внесите, пожалуйста информацию о концерте. 
 
""Сказочный... концерт"" 
Музыкальное путешествие в миры ""Сказок"", а вашими проводниками станут любимые артисты! Прозвучат номера из российских мюзиклов и рок-опер в исполнении солистов театра. Два часа драйва и музыки! 
 
Кадры из для иллюстрации мероприятия https://disk.yandex.ru/d/QailxlhtJOvKkw 
На афишу можно поставить прикреплённое изображение. 
 
Мы сменили почту на tk@theatreskazki.ru для переговоров, можно будет использовать её.",1
"Я купил билет на молодой Платон, там изменили клуб где будет проводится концерт что мне делать?",1
"Здравствуйте, что делать если купил билеты на не актуальный номер мобильного телефона? Всю информацию об оплате могу предоставить вам",1
"Добрый день, у меня не получается вернуть билеты на сигнал, какой раз захожу проверить человек ли я, всё время вылетает приложение",1
"Добрый день! не могу сделать возврат, выдаёт ошибку, уже поменял данные карты, всё равно, через мобильную версию не могу обратиться в тех поддержку, так как чат ограничен, помогите плз",1
"Добрый день! Скажите, пожалуйста как выйти из аккаунта с другого устройства? Дала пароль знакомому, чтобы была возможность пройти по купленному билету, он прошел, а сейчас у него есть доступ к моему аккаунту. Что делать а таких случаях?",1
"Здравствуйте, покупал билет на Кишлака в мск на 06.09, в приложении не отображается
До этого покупал билет на cmh на 26.04, билет в приложении есть, есть ли возможность вручную добавить билет в приложении?",1
"Добрый день! 
Возникла проблема с билетом на мероприятие. Билет зарегистрировала не на тот номер, так как при покупке он автоматически подставился. Можете помочь внести изменения?",1
Здравствуйте! Я организатор) Как разместить наше мероприятие в вашем приложении?,1
"Здравствуйте, хотел бы вернуть средства за билеты на мероприятие ""Masters of Hardcore"" , его переносили с 2020 года, а по итогу просто в статусе поставили ""завершено"". Ticketscloud отказал в возврате так как мероприятие ""завершено"". Все чеки есть",1
"Здравствуйте!
Подскажите, почему не получается вернуть билет?",1
"Добрый день! Не могу подарить билет человеку, пишет неизвестная ошибка, что делать?",1
"здравствуйте! у меня уже довольно давно проблемы с работой приложения. когда я подключена к вай-фаю, все работает хорошо, билеты отображаются. но когда я сижу на мобильном интернете, приложение ломается и показывает только старые билеты на концерты, которые уже прошли. сразу скажу, что проблема не в интернете, тк все остальное работает отлично. памяти на телефоне тоже достаточно. подскажите, что можно сделать? а то я переживаю, что перед концертом, в самый ответственный момент, билет не откроется.
для наглядности прикрепила видео",1
Здравствуйте.Не могу вернуть билет в приложении.Постоянно выдает ошибку.,1
"Добрый вечер, не могу вернуть билеты",1
Сколько ждать ещё денежных средств?,1
"здравствуйте, как вернуть билет? не работают никакие кнопки, смс на почту не приходит",1
"Место для палатки я уже приобрел, теперь нужен детский билет, который у нее есть)) но непонятно, как его засунуть в вайб))",1
"Хочу вернуть билет который мне подарили через приложение. К сожаниею, в приложение сделать это не получается, выдает ошибку. В веб версию через телефон зайти не дает! С компьютера если заходить там вообще нет этой функции! Я что должна танцы с бубнами проводить что бы вернуть этот билет!",1
"пропала видимо после того, как я ""подарил"" 1 билет из двух заказанных в одном заказе. прошу оперативно решить вопрос",1
"Добрый день с кем можно связаться по поводу того что мы купили билет через ваш сайт , а в приложение зайти не можем чтоб получить билет , код с вашего приложения не приходит на телефон , сегодня концерт , а билеты так и не открываются через ваше приложение .",1
"Добрый день)
Мне подарили билет , я не могу пойти, как мне его вернуть?",1
"здравствуйте,как вернуть билет если уже час пишет такое?интрнет хорошо работает,приложение много раз обновляла 🥹",1
"Спасибо огромное! 
Подскажите пожалуйста, а заявка на возврат +- сколько будет рассматриваться",1
"Здравствуйте! Хочу вернуть билеты на концерт Нигатив в Воронеже, мой номер телефона 89525543900, приложение выдает ошибку
Пробовала и через мобильный интернет, и через вай фай. Что нужно сделать?",1
"Здравствуйте. Нужна р
Помощь. Получением билпта",1
"Привет, не могу вернуть билет на signal в приложении 
Дальше не прогружает просто",1
"Здравствуйте, я подарила билет, но он не пришёл, что делать?",1
Здравствуйте! При покупке билета была допущена ошибка при вводе номера телефона. В приложении не вижу чат тех поддержки. Куда я могу обратиться,1
"Здравствуйте, как мне получить билет в приложении, если я потерял доступ к телефону, по которому он оформлен. У меня есть сообщение на почте с подтверждением о покупке.",1
"Здравствуйте, купила билет на Лиду, танцпол на двоих. 
Позже выяснилось, что концерт перенесён на 4 июня, я переотправляла билет, а его так и нет. 
Показывает, что мероприятия завершилось",1
"сделала возврат на билет, а завтра концерт, мне смогут вернуть деньги за билет?",1
"Добрый день, покупал билеты на LIDA бомж тур в братске на 4 июня, говорили вышлют новые,но уже 3 число,а билетов нет,что делать?",1
"Здравствуйте, вопрос таков, был куплен билет на концерт Лиды на 2 июня в Братске, после покупки билета концерт перенесли на 4, но в приложении билет остался на 2 июня, а соответственно не работает, что можно сделать?",1
"Здравствуйте!
Меня зовут Кирилл, я промоутер и организатор ночных клубных вечеринок. Хотел бы связаться с вашим отделом маркетинга, чтобы обсвудить сотрудничество. Как мне это сделать?",1
"Здравствуйте! Хотел вернуть билеты на концерт Хаски
Уже оставлял заявку через приложение, но получил отказ-посоветовали обращаться напрямую через соц сети
Дело в том, что в день концерта было обострение болезни (астма)
И во избежание неприятных ситуаций на концерте (повторения приступа на концерте, возможный обморок в самой гуще толпы) принял решение не идти на концерт
Спасибо за понимание!
Пс ниже документ подтверждающий болезнь",1
"Добрый день, не получается оплатить билет через беларусскую карту(не МИР), реально ли будет оплатить беларусской карточкой МИР?",1
Где скачать приложение?,1
"Здравствуйте! Подскажите, пожалуйста, когда пофиксят? Надо билеты продать на сегодняшнее мероприятие",1
"Здравствуйте. как связаться со службой поддержки, ибо они игнорируют в личном кабинете",1
"Здравствуйте, купила билет на фестиваль, чек об оплате пришел на почту, а в приложении билет не появился",1
Здравствуйте! Я провожу свои мероприятия в городе Рязань. Можно ли делать афишу у вас и продавать билеты через вас?,1
"Здравствуйте, я менял симку, а на аккаунте остались бонусы, как мне вернуть их?",1
"подскажите пожалуйста , как быть? Покупать новый билет, или можно сделать возврат?",1
"Здравствуйте, у меня почему-то не получается зайти по номеру в свой аккаунт, я ввожу номер и на моменте ввода кода мне ничего не приходит, ни сообщения, ни звонки
+79393320399",1
"Мне в личные сообщения написал человек с предложением переоформления билета на меня, согласно вашим правилам. Пришло сообщение, с ссылкой на оплату билета, я их оплатил, но пришел только один билет, по второму заказу отказ. Письма во вложении.
Скажите пожалуйста это письма от вашего сервиса или в отношении меня были мошеннические действия?",1
"Добрый день! Купила билеты на концерт первый раз, но зайти в приложение не могу, номер введен верно, но выдаёт ошибку, как быть в такой ситуации?",1
"Ситуация такая
Мне подарили билет на концерт в вашем приложении, но я не могу пойти
Могу ли я отправить его другому человеку? Если да, то как? При попытке подарить другому человеку появляется ошибка:",1
Здравствуйте! В моем новом телефоне «Huawei P60pro» нет сервисов Google. Не могли бы вы залить программу на RuStore или подсказать другой способ скачать ее?,1
"добрый день!
был утерян телефон с сим-картой, к которой был привязан аккаунт, нет возможности восстановить номер, как жаль. 
есть ли возможность попасть на свой аккаунт, если докажу, что я владелец? 
ибо через неделю мероприятие, на аккаунте билет на него, новый купить не смогу, ибо покупки были по предрегистрации 🥺🙏🏻",1
код не приходит,1
не приходит код,1
"Привет, не могу залогиниться, ввожу телефон, жму получить код, всплывает ошибка ""что-то пошло не так""",1
"Добрый день!
Не могу скачать ваше приложение на андроид, подскажите, пожалуйста, как мне это сделать",1
"Здравствуйте! Не могу скачать приложение через google play, его как бы там нет",1
Вопрос: за сколько до концерта можно сдать или продать билет?,1
"здравствуйте! у меня случилась такая ситуация, через ваше приложение покупала билет и как оказалось, билет был поддельным, возможно ли как-то оформить возврат или стоит сразу обращаться в правоохранительные органы на человека, что продавал его?",1
"добрый день, подскажите, можно ли как то сменить номер в приложении? сменила номер телефона боюсь теперь потерять доступ 🥲",1
"Привет, почему-то не качается программа на новый телефон с Гугл плея",1
"Здравствуйте, деньги планируют вернуть за билеты на элджея в нск 13,09,2022 почти год прошел покупалось 2 билета",1
"Здравствуйте, подскажите через какое время приблизительно возрашают деньги за билеты, покупал 2 билета на концерт в новосибирске по ссылке купить билет, тур отменили заявку заполнил на возврат денег, сделал все по инструкции, как скоро ждать деньги? Покупал 2 билета на концерт элджея",1
"Подскажите пожалуйста 
Такой вопрос 
Я купил билет на вечеринку 
Он пришёл в vibe
А после этого выиграл в конкурсе 
Уже вип билет на эту же вечеринку
Если мне его отправят 
У меня в vibe может быть на одну вечеринку два билета если они разных категорий ?)))",1
"Доброго вам дня! Скачанное приложение года два назад , не открывается на айфоне ... подскажите пожалуйста как быть , если для входа на фест нужно именно приложение...",1
"Здравствуйте, а если дарил билет , но покупал сам , можно его отменить и вернуть средства ?",1
"Добрый день, какие условия продажи билетов через вас? 
Мы CRM-агенство, нам нужна помощь с продажей билетов на вебинар))",1
"Здравствуйте! 
Меня зовут Яна, я из студии подкастов Red Barn, вот ссылочка на наш медиакит (https://redbarn.ru/) 
 
Сейчас у нас выпускается очень классный лайфстайл подкаст «Открытия недели» и, кажется, Vibeapp отлично подходит по теме в этот проект! 
 
Коротко о концепции проекта: подкаст, который создан для того, чтобы вдохновить на новое. 
Трое ведущих будут собираться каждую неделю, чтобы обсудить, что их удивило, покорило и восхитило за последние 7 дней. 
Это могут быть фильмы, музыка, события в личной жизни, рабочие инсайты и всё, что на взгляд ведущих, поменяло их мышление. 
«Открытия недели» — это коктейль из историй и жизненного опыта, шуточных разгонов и вдохновляющих, личных открытий, рефлексии о том, что нас окружает и неожиданных, нестандартных выводов. 
 
Скажите, на какую почту можно отправить предложение, чтобы оно попало в нужные руки?",1
